Station Code,Location,Grid Reference,Easting,Northing,Date,Time,Q,NO2-N (mg/l),Q,NO3-N (mg/l),Q,P(SOL) (mg/l),Q,P(TOT) (mg/l),Q,TON (mg/l)
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,12/09/2017,0,,0.021,,0.61,,0.11,,,,0.63
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,09/10/2017,900,,0.029,,1.15,,0.11,,,,1.18
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,09/11/2017,0,,0.026,,0.79,,0.08,,,,0.82
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,05/12/2017,0,,0.02,,1.1,,0.06,,,,1.12
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,25/01/2018,900,,0.018,,1.21,,0.06,,,,1.23
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,20/02/2018,0,,0.023,,1.08,,0.05,,,,1.1
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,14/03/2018,900,,0.023,,1.3,,0.05,,,,1.32
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,17/04/2018,900,,0.057,,1.89,,0.11,,,,1.95
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,17/05/2018,900,,0.017,,0.69,,0.04,,,,0.71
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,14/06/2018,900,,0.024,,1.45,,0.09,,,,1.47
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,26/07/2018,900,,0.019,,0.67,,0.07,,,,0.69
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,14/08/2018,900,,0.013,,0.86,,0.07,,,,0.87
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,12/09/2018,900,,0.019,,1.18,,0.08,,,,1.2
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,24/09/2018,900,,0.013,,1.02,,0.07,,,,1.03
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,08/11/2018,900,,0.024,,2.29,,0.1,,,,2.31
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,04/12/2018,900,,0.019,,2.1,,0.08,,,,2.12
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,18/01/2019,900,,0.024,,1.55,,0.07,,,,1.57
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,11/02/2019,900,,0.011,,2.01,,0.07,,,,2.02
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,13/03/2019,900,,0.011,,1.08,,0.08,,,,1.09
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,09/04/2019,900,,0.018,,1.87,,0.06,,,,1.89
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,13/05/2019,900,,0.012,,0.99,,0.04,,,,1
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,13/06/2019,900,,0.022,,2.06,,0.06,,,,2.08
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,04/07/2019,900,,0.02,,1.28,,0.2,,,,1.3
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,06/08/2019,900,,0.036,,1.13,,0.14,,,,1.17
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,11/09/2019,900,,0.014,,0.11,,0.06,,,,0.12
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,23/09/2019,900,,0.023,,0.54,,0.23,,,,0.56
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,07/11/2019,900,,0.03,,1.81,,0.07,,,,1.84
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,03/12/2019,900,,0.019,,1.73,,0.06,,,,1.75
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,20/01/2020,900,,0.018,,1.9,,0.05,,,,1.92
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,17/02/2020,900,,0.012,,1.34,,0.06,,,,1.35
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,19/03/2020,900,<  ,0.005,,0.26,,0.01,,0.02,,0.26
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,23/06/2020,900,,0.031,,1.17,,0.07,,,,1.2
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,21/07/2020,900,,0.016,,1.18,,0.07,,,,1.2
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,18/08/2020,900,,0.018,,1.37,,0.08,,,,1.39
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,22/09/2020,900,,0.011,,1.56,,0.07,,,,1.57
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,20/10/2020,900,,0.03,,0.66,,0.25,,,,0.69
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,17/11/2020,900,,0.016,,1.16,,0.08,,,,1.18
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,18/01/2021,955,,0.014,,1.29,,0.06,,,,1.3
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,11/02/2021,1121,,0.019,,1.87,,0.05,,,,1.89
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,29/03/2021,814,,0.024,,1.78,,0.04,,,,1.8
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,13/04/2021,1042,,0.015,,1.35,,0.05,,,,1.36
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,10/05/2021,1031,,0.015,,0.72,,0.03,,,,0.73
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,17/06/2021,1023,,0.018,,1.13,,0.03,,,,1.15
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,08/07/2021,1015,,0.029,,1.14,,0.08,,,,1.17
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,10/08/2021,914,,0.029,,1.33,,0.14,,,,1.36
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,15/09/2021,1036,,0.02,,1.3,,0.09,,,,1.32
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,29/09/2021,1004,,0.02,,1.1,,0.07,,,,1.12
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,03/11/2021,1025,,0.016,,1.59,,0.07,,,,1.61
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,30/11/2021,932,,0.035,,1.43,,0.06,,,,1.46
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,17/01/2022,1001,,0.034,,2.81,,0.05,,,,2.84
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,10/02/2022,1011,,0.023,,1.38,,0.08,,,,1.4
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,14/03/2022,952,,0.019,,1.29,,0.15,,,,1.31
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,05/04/2022,900,,0.059,,1.98,,0.05,,,,2.04
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,09/05/2022,923,,0.013,,1.13,,0.03,,,,1.14
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,16/06/2022,1044,,0.044,,1.46,,0.09,,,,1.5
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,14/07/2022,716,,0.033,,1.61,,0.08,,,,1.64
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,16/08/2022,935,,0.029,,1.66,,0.06,,,,1.69
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,14/09/2022,1027,,0.017,,1.35,,0.09,,,,1.37
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,05/10/2022,1024,,0.018,,0.85,,0.15,,,,0.87
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,02/11/2022,1044,,0.014,,1.5,,0.07,,,,1.51
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,29/11/2022,1040,,0.017,,1.63,,0.05,,,,1.65
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,23/01/2023,1138,,0.029,,1.54,,0.12,,,,1.57
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,16/02/2023,947,,0.026,,1.95,,0.05,,,,1.98
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,14/03/2023,853,,0.019,,1.18,,0.1,,,,1.2
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,17/04/2023,1031,,0.021,,1.74,,0.05,,,,1.76
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,16/05/2023,902,,0.019,,1.4,,0.05,,,,1.42
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,14/06/2023,1036,,0.02,,0.96,,0.05,,,,0.98
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,06/07/2023,1035,,0.01,,0.73,,0.04,,,,0.74
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,07/08/2023,1032,,0.017,,1.06,,0.08,,,,1.08
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,05/09/2023,1005,,0.015,,1.4,,0.08,,,,1.41
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,04/10/2023,1028,,0.024,,1.38,,0.07,,,,1.4
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,02/11/2023,942,,0.016,,0.94,,0.12,,,,0.96
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,27/11/2023,1108,,0.028,,1.25,,0.06,,,,1.28
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,17/01/2024,1154,,0.018,,1.03,,0.08,,,,1.05
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,15/02/2024,1033,,0.028,,1,,0.06,,,,1.03
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,12/03/2024,1130,,0.032,,1.73,,0.06,,,,1.76
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,15/04/2024,1008,,0.02,,0.71,,0.07,,,,0.73
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,14/05/2024,1052,,0.036,,1.47,,0.05,,,,1.51
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,12/06/2024,1046,,0.013,,1.01,,0.07,,,,1.02
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,04/07/2024,1042,,0.015,,1.14,,0.07,,,,1.15
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,12/08/2024,1044,,0.044,,2.44,,0.19,,,,2.48
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,10/09/2024,1029,,0.015,,1.45,,0.06,,,,1.46
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,09/10/2024,1106,,0.026,,1.04,,0.1,,,,1.07
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,07/11/2024,1046,,0.026,,1.19,,0.04,,,,1.22
10128,DRUMRAGH R AT CAR PARK UPSTREAM OF CAMPSIE BR,H455727,245497,372703,02/12/2024,933,,0.017,,1.01,,0.08,,,,1.02
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,10/01/1990,755,,0.3,,1.2,,0.14,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,08/02/1990,750,,0.05,,,,0.05,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,09/03/1990,1155,,0.06,,3.1,,0.07,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,09/04/1990,650,,0.02,,4.9,<  ,0.05,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,15/05/1990,745,,0.02,,1.2,<  ,0.05,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,13/06/1990,735,,0.03,,3.7,,0.25,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,19/07/1990,815,,0.02,,2,,0.24,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,10/08/1990,755,,0.05,,0.84,,0.13,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,10/09/1990,810,,0.03,,2.6,,0.21,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,09/10/1990,845,,0.07,,3.5,,0.12,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,07/11/1990,845,,0.04,,4,,0.22,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,29/11/1990,900,,0.03,,3.5,,0.16,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,14/01/1991,810,,0.02,,4,,0.05,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,12/02/1991,730,,0.02,,4,,0.09,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,13/03/1991,740,,0.03,,4.4,,0.07,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,10/04/1991,2000,<  ,0.02,,1,,0.06,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,10/05/1991,720,,,,1.5,<  ,0.05,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,10/06/1991,750,,0.05,,0.5,<  ,0.05,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,09/07/1991,1115,,0.06,,1.2,,0.13,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,07/08/1991,1150,,0.12,,1,,0.07,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,05/09/1991,845,<  ,0.02,,0.29,<  ,0.05,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,04/10/1991,1150,,0.05,,1.1,,0.13,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,04/11/1991,845,,0.02,,2.1,,0.08,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,03/12/1991,640,,0.04,,2.2,<  ,0.05,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,13/01/1992,630,,0.03,,2.3,<  ,0.05,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,11/02/1992,830,,0.02,,1.4,<  ,0.05,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,11/03/1992,1145,,0.02,,0.9,<  ,0.05,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,09/04/1992,915,,0.04,,1,,0.06,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,08/05/1992,730,,0.03,,1.2,,0.06,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,08/06/1992,900,,0.03,,0.7,<  ,0.05,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,20/07/1992,915,,0.04,,0.8,,0.15,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,18/08/1992,1145,,0.05,,0.8,,0.1,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,16/09/1992,1015,,0.03,,0.6,,0.13,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,08/10/1992,1030,,0.02,,1.3,,0.06,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,06/11/1992,1130,,0.02,,1.2,,0.06,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,07/12/1992,1115,,0.02,,1,,0.06,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,21/01/1993,1100,,0.02,,0.9,,0.06,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,19/02/1993,1130,,0.03,,1.3,,0.07,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,15/03/1993,1100,,0.02,,1,,0.06,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,20/04/1993,1115,,0.03,,1.2,,0.08,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,19/05/1993,845,,0.04,,1.1,,0.05,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,17/06/1993,1120,,0.04,,1,,0.13,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,23/07/1993,1100,,0.05,,1.2,,0.11,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,16/08/1993,1045,,0.05,,0.8,,0.08,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,14/09/1993,1130,,0.03,,1,,0.09,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,19/10/1993,1130,<  ,0.02,,1.1,<  ,0.05,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,19/11/1993,1000,,0.02,,1.1,,0.08,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,10/12/1993,1000,,0.02,,1.4,,0.05,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,24/01/1994,1010,,0.02,,1.3,<  ,0.05,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,22/02/1994,910,,0.02,,1.5,,0.05,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,30/03/1994,1045,,0.03,,1.3,<  ,0.05,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,29/04/1994,1030,,0.03,,0.9,,0.06,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,26/05/1994,1050,,0.02,,0.7,<  ,0.05,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,21/06/1994,1030,,0.03,,0.7,,0.07,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,18/07/1994,1045,,0.04,,0.9,,0.11,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,17/08/1994,945,,0.02,,0.8,,0.11,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,15/09/1994,1000,,0.04,,1.1,,0.09,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,14/10/1994,955,,0.02,,1,,0.06,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,15/11/1994,1030,,0.02,,0.7,,0.1,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,12/12/1994,1015,,0.02,,0.7,,0.08,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,20/01/1995,1010,,0.02,,0.8,<  ,0.05,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,20/02/1995,935,<  ,0.02,,0.6,<  ,0.05,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,21/03/1995,1000,,0.02,,1,<  ,0.05,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,19/04/1995,1125,,0.02,,0.4,<  ,0.05,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,18/05/1995,1015,<  ,0.02,,0.2,<  ,0.05,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,16/06/1995,1020,,0.05,,0.6,,0.07,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,24/07/1995,1010,,0.05,,0.8,,0.13,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,17/08/1995,1015,,0.02,,0.1,,0.09,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,15/09/1995,1020,<  ,0.02,,0.3,,0.08,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,10/10/1995,1020,,0.03,,1.4,,0.05,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,08/11/1995,1030,,0.03,,1.5,,0.05,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,04/12/1995,1035,,0.03,,2.06,,0.06,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,02/01/1996,1015,,0.02,,2.5,,0.05,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,31/01/1996,1015,,0.02,,2,,0.06,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,29/02/1996,1015,,0.02,,2.2,<  ,0.05,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,28/03/1996,1000,<  ,0.02,,1.7,<  ,0.05,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,30/04/1996,1015,,0.02,,1.9,<  ,0.05,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,29/05/1996,1000,,0.04,,0.9,,0.07,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,23/06/1996,2145,<  ,0.02,,0.8,,0.07,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,31/07/1996,950,,0.04,,0.9,,0.12,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,29/08/1996,1000,,0.04,,1.5,,0.09,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,27/09/1996,1100,,0.08,,1.92,,0.12,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,28/10/1996,1030,,0.03,,1.4,,0.11,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,28/11/1996,945,,0.02,,2,,0.05,,,,
10129,BALLYNAHATTY WATER (OWENREAGH SOUTH) AT BALLYNAHATTY,H437673,243723,367327,03/01/1997,1040,,0.03,,2.37,,0.05,,,,
